iterations	246
elapsed_seconds	116.05857300758362
initialization_seconds	0.2646040916442871
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.577847560722299
root_upper	6.58780264033613
root_gap	0.009955079613830797
alpha_count	4
belief_count	4254034
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
