iterations	151
elapsed_seconds	856.274197101593
initialization_seconds	0.23012709617614746
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.349564042686423
root_upper	6.493062074678019
root_gap	0.14349803199159616
alpha_count	7
belief_count	3966880
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
