iterations	483
elapsed_seconds	601.2675518989563
initialization_seconds	0.19871115684509277
initial_lower_residual	8.671510398627902e-9
initial_upper_residual	9.815174450977793e-9
initial_upper_iterations	168
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	1.8692147132641863
root_upper	1.8877109253720845
root_gap	0.018496212107898202
alpha_count	7
belief_count	7185172
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
