iterations	488
elapsed_seconds	438.72245383262634
initialization_seconds	0.32573485374450684
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.55422853791477
root_upper	6.564147157257005
root_gap	0.009918619342235147
alpha_count	14
belief_count	6199999
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
