iterations	194
elapsed_seconds	15.74716305732727
initialization_seconds	0.2181718349456787
initial_lower_residual	8.479881241640896e-9
initial_upper_residual	9.554872448802598e-9
initial_upper_iterations	158
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.229537348187867
root_upper	4.237969530622746
root_gap	0.008432182434879643
alpha_count	3
belief_count	1682290
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
