iterations	270
elapsed_seconds	83.81987500190735
initialization_seconds	0.13654398918151855
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.824633277039796
root_upper	8.834300791905035
root_gap	0.009667514865238758
alpha_count	10
belief_count	7446286
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
