iterations	4588
elapsed_seconds	700.1662108898163
initialization_seconds	78.68787288665771
initial_lower_residual	8.218714597774124e-9
initial_upper_residual	8.921786864846126e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.218714597774125e-8
root_lower	2.8348933851820166
root_upper	2.9000693024601323
root_gap	0.06517591727811567
alpha_count	16
belief_count	10287880
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
