iterations	278
elapsed_seconds	96.45991015434265
initialization_seconds	0.22191214561462402
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.883089090520262
root_upper	8.892913530973347
root_gap	0.009824440453085614
alpha_count	11
belief_count	6125736
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
