iterations	308
elapsed_seconds	160.19332599639893
initialization_seconds	0.23379302024841309
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.79000783059
root_upper	8.799974221810402
root_gap	0.009966391220402215
alpha_count	12
belief_count	11507651
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
