iterations	518
elapsed_seconds	500.66715002059937
initialization_seconds	0.22094297409057617
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.165937011693434
root_upper	4.25484430881474
root_gap	0.08890729712130607
alpha_count	8
belief_count	6556684
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
