iterations	788
elapsed_seconds	147.0412700176239
initialization_seconds	0.10795903205871582
initial_lower_residual	8.175562005163783e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.534759922894626
root_upper	8.544698529457518
root_gap	0.00993860656289236
alpha_count	12
belief_count	11494176
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
