iterations	18
elapsed_seconds	572.9196012020111
initialization_seconds	0.2200629711151123
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	45.55244082450742
root_upper	50.976751750486926
root_gap	5.424310925979505
alpha_count	8
belief_count	7026244
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
