iterations	326
elapsed_seconds	501.6335070133209
initialization_seconds	0.36652398109436035
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.486757065021688
root_upper	6.528540851905413
root_gap	0.04178378688372497
alpha_count	8
belief_count	5246431
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
