iterations	16
elapsed_seconds	550.3613359928131
initialization_seconds	0.30709218978881836
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	40.98387788372618
root_upper	51.079553903432355
root_gap	10.095676019706175
alpha_count	4
belief_count	6208126
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
