iterations	4208
elapsed_seconds	700.2851481437683
initialization_seconds	78.95759892463684
initial_lower_residual	8.218714597774124e-9
initial_upper_residual	8.922826033597175e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.218714597774125e-8
root_lower	2.8348933851820166
root_upper	2.909479238995246
root_gap	0.07458585381322935
alpha_count	20
belief_count	10857673
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
