iterations	17
elapsed_seconds	550.2344620227814
initialization_seconds	0.30829691886901855
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	44.625580377331296
root_upper	51.01826956387307
root_gap	6.392689186541773
alpha_count	7
belief_count	6622603
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
