iterations	474
elapsed_seconds	135.18582391738892
initialization_seconds	0.24640512466430664
initial_lower_residual	8.831180675628048e-9
initial_upper_residual	0.0
initial_upper_iterations	2
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	8.727637827622102
root_upper	8.737546294818127
root_gap	0.009908467196025228
alpha_count	11
belief_count	9521436
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
