iterations	400
elapsed_seconds	572.9854230880737
initialization_seconds	0.19285106658935547
initial_lower_residual	8.615102964348864e-9
initial_upper_residual	9.648890575419955e-9
initial_upper_iterations	170
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	1.0578724321100992
root_upper	1.067448402938767
root_gap	0.00957597082866779
alpha_count	5
belief_count	6764374
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
