iterations	156
elapsed_seconds	58.87823796272278
initialization_seconds	0.3200571537017822
initial_lower_residual	8.78864359066256e-9
initial_upper_residual	9.629543384903627e-9
initial_upper_iterations	151
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	2.674256371903994e-9
root_lower	4.984015890692777
root_upper	4.9910262053524574
root_gap	0.007010314659680716
alpha_count	3
belief_count	1975765
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
