iterations	356
elapsed_seconds	700.8297190666199
initialization_seconds	0.14806604385375977
initial_lower_residual	8.658447292475557e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	3.922284719237724e-10
root_lower	3.5484991899242977
root_upper	3.962189894834322
root_gap	0.41369070491002446
alpha_count	8
belief_count	8800639
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
