iterations	388
elapsed_seconds	500.8400959968567
initialization_seconds	0.2590761184692383
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.479377424851934
root_upper	6.51370473191584
root_gap	0.034327307063906076
alpha_count	11
belief_count	5506495
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
