iterations	217
elapsed_seconds	67.54790997505188
initialization_seconds	0.24499917030334473
initial_lower_residual	8.771097625981383e-9
initial_upper_residual	9.88514337052493e-9
initial_upper_iterations	159
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	4.012814117535953
root_upper	4.021964330287094
root_gap	0.00915021275114114
alpha_count	4
belief_count	2468803
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
