iterations	4300
elapsed_seconds	700.137748003006
initialization_seconds	186.75911808013916
initial_lower_residual	8.796948947065175e-9
initial_upper_residual	8.87477025202088e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.796948947065176e-8
root_lower	2.8348933851820166
root_upper	2.866409723656914
root_gap	0.03151633847489732
alpha_count	19
belief_count	8387968
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
