iterations	7245
elapsed_seconds	643.6204829216003
initialization_seconds	79.69519090652466
initial_lower_residual	8.585613997524888e-9
initial_upper_residual	8.89636275758221e-9
initial_upper_iterations	-1
initial_upper_bound	fib
initial_lower_subsolution_shift	8.585613997524889e-8
root_lower	2.8348933851820166
root_upper	2.844877337936226
root_gap	0.00998395275420938
alpha_count	18
belief_count	10946167
stop_reason	precision
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
