iterations	525
elapsed_seconds	501.37699007987976
initialization_seconds	0.17287588119506836
initial_lower_residual	8.77845263147492e-9
initial_upper_residual	9.972599634977541e-9
initial_upper_iterations	162
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	6.475236769611588
root_upper	6.499027906096795
root_gap	0.023791136485207254
alpha_count	7
belief_count	6095251
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
