iterations	16
elapsed_seconds	543.216628074646
initialization_seconds	0.2933349609375
initial_lower_residual	9.844669079939194e-9
initial_upper_residual	9.941246048583707e-9
initial_upper_iterations	1628
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	0.0
root_lower	40.54110641706372
root_upper	51.04484612676397
root_gap	10.503739709700248
alpha_count	6
belief_count	6209932
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
