iterations	155
elapsed_seconds	704.7505178451538
initialization_seconds	0.2824270725250244
initial_lower_residual	8.500225412433338e-9
initial_upper_residual	9.137148815341334e-9
initial_upper_iterations	157
initial_upper_bound	fully_observable
initial_lower_subsolution_shift	8.500225412433339e-8
root_lower	2.8402451953247994
root_upper	4.052173009752354
root_gap	1.211927814427555
alpha_count	25
belief_count	5584153
stop_reason	max_time
julia_version	1.12.6
native_sarsop_version	0.1.4
pomdps_version	1.0.0
pomdp_tools_version	1.1.0
